122,0.0,0.0,0.0,2018-10-30,6.284999999999997
859,0.0,0.0,0.0,2018-10-30,6.284999999999997
442,0.0,0.0,0.0,2018-10-30,6.284999999999997
322,0.0,0.0,0.0,2018-10-30,6.284999999999997
141,0.0,0.0,0.0,2018-10-30,6.284999999999997
939,0.0,0.0,0.0,2018-10-30,6.284999999999997
148,1.0,0.6666666666666666,9.029107675414203e-06,2018-10-30,6.284999999999997
654,-0.16666666666666666,0.8333333333333333,-8.312269734967466e-06,2018-10-30,6.284999999999997
448,-0.07007575757575758,0.6416666666666666,-1.843442817063733e-06,2018-10-30,6.284999999999997
84,0.0,0.0,0.0,2018-10-30,6.284999999999997
312,0.0,0.0,0.0,2018-10-30,6.284999999999997
3708,0.0,0.0,0.0,2018-10-30,6.284999999999997
1118,0.0,0.0,0.0,2018-10-30,6.284999999999997
10862,0.0,0.0,0.0,2018-10-30,6.284999999999997
110,0.13636363636363635,0.45454545454545453,6.239401802727873e-07,2018-10-30,6.284999999999997
340,0.0,0.0,0.0,2018-10-30,6.284999999999997
3864,0.0,0.0,0.0,2018-10-30,6.284999999999997
1646,0.5,0.5,3.765686968006363e-05,2018-10-30,6.284999999999997
1134,0.0,0.0,0.0,2018-10-30,6.284999999999997
462,0.0,0.0,0.0,2018-10-30,6.284999999999997
3903,0.0,0.0,0.0,2018-10-30,6.284999999999997
106,0.375,0.75,2.728178438242763e-06,2018-10-30,6.284999999999997
888,0.0,0.0,0.0,2018-10-30,6.284999999999997
176,0.14444444444444446,0.611111111111111,1.4217003376803343e-06,2018-10-30,6.284999999999997
164,0.0,0.0,0.0,2018-10-30,6.284999999999997
222,0.0,0.0,0.0,2018-10-30,6.284999999999997
3898,-0.3333333333333333,1.0,-0.00011890358688771812,2018-10-30,6.284999999999997
797,0.0,0.0,0.0,2018-10-30,6.284999999999997
217,0.0,0.0,0.0,2018-10-30,6.284999999999997
9,0.0,0.0,0.0,2018-10-30,6.284999999999997
497,0.0,0.0,0.0,2018-10-30,6.284999999999997
374,0.0,0.0,0.0,2018-10-30,6.284999999999997
1619,0.0,1.0,0.0,2018-10-30,6.284999999999997
2273,0.0,0.0,0.0,2018-10-30,6.284999999999997
561,0.0,0.0,0.0,2018-10-30,6.284999999999997
1349,0.3125,1.0,3.8577701396116216e-05,2018-10-30,6.284999999999997
512,0.0,0.0,0.0,2018-10-30,6.284999999999997
8309,-0.03333333333333334,0.08333333333333334,-2.1121299458056488e-06,2018-10-30,6.284999999999997
230,0.0,0.0,0.0,2018-10-30,6.284999999999997
58,0.0,0.0,0.0,2018-10-30,6.284999999999997
41,0.4,0.375,5.627940426060543e-07,2018-10-30,6.284999999999997
323,0.0,0.0,0.0,2018-10-30,6.284999999999997
89,0.0,0.0,0.0,2018-10-30,6.284999999999997
457,0.0,0.0,0.0,2018-10-30,6.284999999999997
173,0.0,0.0,0.0,2018-10-30,6.284999999999997
199,0.13636363636363635,0.45454545454545453,1.1287645079480427e-06,2018-10-30,6.284999999999997
68,0.0,0.0,0.0,2018-10-30,6.284999999999997
1987,0.0,0.0,0.0,2018-10-30,6.284999999999997
210,0.0,0.0,0.0,2018-10-30,6.284999999999997
188,0.0,0.0,0.0,2018-10-30,6.284999999999997
2831,0.0,0.0,0.0,2018-10-30,6.284999999999997
80,0.0,0.0,0.0,2018-10-30,6.284999999999997
263,0.0,0.0,0.0,2018-10-30,6.284999999999997
4570,0.0,0.0,0.0,2018-10-30,6.284999999999997
1197,0.0,0.0,0.0,2018-10-30,6.284999999999997
77,0.0,0.0,0.0,2018-10-30,6.284999999999997
55,0.0,0.0,0.0,2018-10-30,6.284999999999997
219,0.0,0.0,0.0,2018-10-30,6.284999999999997
79,-0.05,0.4,-1.4458773777521397e-07,2018-10-30,6.284999999999997
319,0.0,0.0,0.0,2018-10-30,6.284999999999997
69,0.0,0.0,0.0,2018-10-30,6.284999999999997
373,0.0,0.0,0.0,2018-10-30,6.284999999999997
74,0.0,0.0,0.0,2018-10-30,6.284999999999997
