12675,0.0,0.0,-0.0
7,0.0,0.0,-0.0
14099,0.0,0.0,-0.0
215,0.0,0.0,-0.0
48,0.0,0.0,-0.0
685,0.5,0.275,-4.357354013351683e-07
255,-0.55,0.5,3.244161382203443e-07
88,0.0,0.0,-0.0
196,-0.07142857142857142,0.21428571428571427,1.3878765271458577e-08
35,0.0,0.0,-0.0
80,0.7,0.6000000000000001,-1.5544217104033611e-07
2212,0.0,0.0,-0.0
11144,0.0,0.0,-0.0
1032,0.0,0.0,-0.0
150,0.0,0.0,-0.0
394,0.0,0.0,-0.0
1809,0.0,0.0,-0.0
111,0.0,0.0,-0.0
84,0.0,0.0,-0.0
9579,0.4,0.6416666666666666,-1.137415702802026e-05
3312,0.0,0.0,-0.0
2042,0.0,0.3,-0.0
94,0.0,0.0,-0.0
187,0.34880952380952385,0.4904761904761905,-1.4800536107863602e-07
95,0.0,0.0,-0.0
71,0.0,0.0,-0.0
2537,0.0,0.0,-0.0
334,0.0,0.0,-0.0
293,0.0,0.0,-0.0
678,0.0,0.0,-0.0
259,-0.07142857142857142,0.21428571428571427,1.833979696585598e-08
1242,0.0,0.0,-0.0
1218,0.0,0.0,-0.0
403,-0.03,0.165,9.228684967256383e-09
753,0.0,0.0,-0.0
1370,0.0,0.0,-0.0
60,0.5,0.5,-6.93938263572929e-08
2385,0.0,0.0,-0.0
2334,0.0,0.0,-0.0
274,0.0,0.0,-0.0
394,0.0,0.0,-0.0
576,0.25,0.3333333333333333,-2.2206024434333726e-07
3742,0.175,0.6,-1.81770188760293e-06
280,0.0,0.0,-0.0
10719,0.0,0.0,-0.0
847,0.0,0.0,-0.0
351,0.5,0.5,-4.059538841901634e-07
1202,0.0,0.0,-0.0
6280,0.0,0.0,-0.0
812,0.0,0.0,-0.0
41,0.0,0.0,-0.0
187,0.0,0.5,-0.0
445,0.0,0.0,-0.0
76,-0.07142857142857142,0.21428571428571427,5.381562044034958e-09
311,0.0,0.0,-0.0
897,0.0,0.0,-0.0
16,0.0,0.0,-0.0
480,0.0,0.1,-0.0
62,0.0,0.0,-0.0
4473,0.0,0.0,-0.0
3474,0.0,0.0,-0.0
11697,0.6,0.9,-2.9221185128445184e-05
1979,0.0,0.0,-0.0
133,0.325,1.0,-1.999698762862657e-07
46,0.0,0.0,-0.0
34,0.0,0.0,-0.0
187,-0.07142857142857142,0.21428571428571427,1.3241475029401806e-08
346,0.0,0.0,-0.0
1056,0.16666666666666666,0.16666666666666666,-1.3570348265426168e-07
279,0.0,0.0,-0.0
214,0.0,0.0,-0.0
151,0.5,0.5,-1.746411296658538e-07
168,0.0,0.0,-0.0
156,0.0,0.0,-0.0
63568,0.0,0.0,-0.0
247,0.0,0.0,-0.0
308,0.0,0.0,-0.0
1652,0.0,0.0,-0.0
540,0.0,0.0,-0.0
171,0.0,0.0,-0.0
3963,0.0,0.0,-0.0
380,0.0,0.0,-0.0
3963,0.0,0.0,-0.0
25580,0.0,0.0,-0.0
163,0.0,0.0,-0.0
7135,0.0,0.0,-0.0
926,0.0,0.06666666666666667,-0.0
1663,0.0,0.0,-0.0
198,-0.07142857142857142,0.21428571428571427,1.402038532524897e-08
2570,0.0,0.0,-0.0
67669,0.0,0.0,-0.0
11421,0.0,0.0,-0.0
101,0.0,0.0,-0.0
84,0.0,0.0,-0.0
89,0.5,0.5,-1.029341757633178e-07
2964,-1.0,1.0,1.3712220088201077e-05
16143,0.0,0.0,-0.0
942,0.0,0.0,-0.0
553,-0.07142857142857142,0.21428571428571427,3.915794487304385e-08
8874,0.0,0.0,-0.0
11773,0.0,0.0,-0.0
468,0.0,0.0,-0.0
41780,0.0,0.0,-0.0
17958,0.0,0.0,-0.0
678,0.0,0.0,-0.0
438,0.2,0.30000000000000004,-5.987858309174796e-08
1485,0.0,0.0,-0.0
662,0.0,0.0,-0.0
83,0.0,0.0,-0.0
245,0.0,0.0,-0.0
351,0.0,0.0,-0.0
177,0.2,0.4,-3.2263346140759174e-08
522,0.0,0.0,-0.0
141,0.0,0.0,-0.0
601,0.0,0.0,-0.0
848,0.0,0.0,-0.0
92,0.0,0.0,-0.0
1007,0.0,0.0,-0.0
916,0.0,0.0,-0.0
40,0.0,0.0,-0.0
430,0.0,0.0,-0.0
41,0.0,0.0,-0.0
542,0.225,0.325,-9.030490078434419e-08
2208,0.0,0.0,-0.0
69,0.0,0.0,-0.0
10118,0.0,0.0,-0.0
245,0.0,0.0,-0.0
156,0.0,0.0,-0.0
493,0.0,0.0,-0.0
147,0.375,0.75,-9.420110995812231e-08
953,0.0,0.0,-0.0
413,0.0,0.0,-0.0
1950,0.0,0.0,-0.0
241,0.0,0.0,-0.0
620,0.0,0.0,-0.0
86,0.0,0.0,-0.0
739,0.0,0.0,-0.0
49,0.0,0.0,-0.0
465,0.0,0.0,-0.0
1165,0.0,0.0,-0.0
