1,0.031074532089208882,0,-1.0517241379310336,2018-10-05,116.0,114.78,116.58,114.73,5836074.0

2,0.037072030508418924
3,0.03149075396095118,1,1.0363145519463535,2018-10-08,114.83,116.02,116.155,114.12,5652284.0

4,0.019134728218916118,1,0.23581871971873747,2018-10-09,116.615,116.89,117.77,116.04,6761416.0

5,0.03203638435463074,0,-3.4063676823005853,2018-10-10,116.84,112.86,117.23,112.73,9006470.0

6,0.03125585801566894,0,-1.199999999999995,2018-10-11,112.5,111.15,113.25,110.32,10045632.0

7,0.04326149502306245,1,0.5715816736625887,2018-10-12,111.97,112.61,113.2744,111.23,5963944.0

8,0.045574478974200305,1,1.349057446618414,2018-10-15,111.93,113.44,114.6176,111.89,6628815.0

9,0.01458092034785981,1,1.349057446618414,2018-10-15,111.93,113.44,114.6176,111.89,6628815.0

10,0.0277883917051227,0,-0.6551868962620757,2018-10-22,119.05,118.27,119.69,117.72,8406370.0

11,0.024957989869415942,0,-0.6551868962620757,2018-10-22,119.05,118.27,119.69,117.72,8406370.0

12,0.027514636253472155,0,-0.6551868962620757,2018-10-22,119.05,118.27,119.69,117.72,8406370.0

13,0.031164199533202035,0,-0.6551868962620757,2018-10-22,119.05,118.27,119.69,117.72,8406370.0

14,0.033091347424161054,1,0.7738680576339315,2018-10-23,116.945,117.85,118.49,115.41,8607373.0

15,0.02325403016568868,1,1.3674302965725378,2018-10-25,112.62,114.16,114.69,112.118,7406869.0

16,0.0417138544791788,0,-1.2319790301441649,2018-10-29,114.45,113.04,114.94,111.96,9234069.0

17,0.020813443181236416,1,1.2082194197019178,2018-10-30,113.39,114.76,114.89,112.41,7365577.0

18,0.030359008133620198,1,0.7812499999999926,2018-11-01,115.2,116.1,116.28,114.9,6779884.0

20,0.0373976785333548
21,0.031865059400549366,1,0.838085363746327,2018-11-06,115.74,116.71,116.84,115.45,5036606.0

22,0.023568585302142408,1,0.4117697520802985,2018-11-07,116.57,117.05,117.285,115.16,8249836.0

