1,0.02182174383187268,0,-0.6503934022671792,387.2118,384.6934,390.5862,381.2692,2899663.0

2,0.027196103969824265
3,0.014903513399443543,1,0.5028063825081754,382.0755,383.9966,384.9522,375.6153,3324019.0

4,0.02780525284658515,1,0.2783563436887986,382.6031,383.6681,385.0418,379.3879,2862707.0

5,0.021059176923463464,0,-4.044811181546664,381.1995,365.7807,382.0357,365.4025,6033088.0

6,0.030438875998311292,0,-1.4665423517141989,361.7693,356.4638,368.1498,353.4676,6266751.0

7,0.029986485363576544,0,-1.6119837234356338,364.3275,358.4546,365.4323,350.6407,5509720.0

8,0.022881115216438097,0,-0.16137164218981223,357.8076,357.2302,360.8834,353.8658,2979835.0

9,0.017529391639881823,0,-0.16137164218981223,357.8076,357.2302,360.8834,353.8658,2979835.0

10,0.03640937004088006,0,-0.5225642537302967,356.205,354.3436,357.1092,350.8397,2263527.0

11,0.033121694091956574,0,-0.5225642537302967,356.205,354.3436,357.1092,350.8397,2263527.0

12,0.028017208799750188,0,-0.5225642537302967,356.205,354.3436,357.1092,350.8397,2263527.0

13,0.028113204401677493,0,-0.5225642537302967,356.205,354.3436,357.1092,350.8397,2263527.0

14,0.015874650596203427,1,0.15737583908629849,347.8933,348.4408,351.9367,341.25,4389559.0

15,0.025420963158097575,1,1.810787063396652,355.6575,362.0977,362.7149,353.3382,4003484.0

16,0.028617744434581135,0,-6.922767424014875,358.8926,334.0473,360.0472,327.1193,7461953.0

17,0.019983946782056134,1,5.9209978122527245,328.8314,348.3015,349.4362,328.2586,5773971.0

18,0.04561679387519037,1,1.5665772130084656,355.8267,361.401,362.8941,351.5763,3760650.0

20,0.010680300599399794,1,0.6170795144010277,358.1062,360.316,361.62,354.8413,2253943.0

21,0.023716365910362053,1,1.1202681125673548,360.744,364.7853,366.7463,360.4454,2471898.0

22,0.0207897715296411,1,1.191364940565653,365.95,370.3098,371.136,357.8474,4015255.0

