1,0.033723071386234926,0,-2.488086395540019,47.9284,46.7359,48.0377,46.3682,28901448.0

2,0.039056158723140666
3,0.028191496057313116,1,0.1491440289888018,46.6663,46.7359,47.0539,46.2291,19376820.0

4,0.02618413950155212,0,-1.335184675663177,46.8849,46.2589,47.3222,46.2489,23285714.0

5,0.024481153353936618,0,-2.7355211385151277,45.7719,44.5198,45.8316,44.5198,43109488.0

6,0.029682900695894306,0,-2.0375504818621923,44.8676,43.9534,45.3248,43.4565,43648820.0

7,0.08706705936910084,0,-0.8615841500525687,44.9869,44.5993,45.0593,43.9534,32087385.0

8,0.07939313669627193,0,-0.22412172019057744,44.3509,44.2515,44.8577,44.1621,21632953.0

9,0.04504385275019796,0,-0.22412172019057744,44.3509,44.2515,44.8577,44.1621,21632953.0

10,0.027907006859511318,1,1.1460436844354658,44.2217,44.7285,45.0564,43.8242,34508833.0

11,0.028663485839677923,1,1.1460436844354658,44.2217,44.7285,45.0564,43.8242,34508833.0

12,0.029857186281447474,1,1.1460436844354658,44.2217,44.7285,45.0564,43.8242,34508833.0

13,0.04093273503089117,1,1.1460436844354658,44.2217,44.7285,45.0564,43.8242,34508833.0

14,0.036646121364745377,1,0.7243125294678987,43.9037,44.2217,44.808,43.6354,38590347.0

15,0.03599326626598516,1,1.7685247886991915,43.2677,44.0329,44.6589,43.0093,48255281.0

16,0.03365823465883074,0,-2.3655462548583395,46.2092,45.1161,46.4576,44.1621,35732223.0

17,0.039392805014461074,1,4.89774628524952,45.2453,47.4613,47.5806,45.1757,43975214.0

18,0.03369014449021762,1,2.7048807880590884,46.6564,47.9184,48.1669,46.5669,28335329.0

20,0.03646263903768468,1,1.3308845567650662,47.0439,47.67,47.9482,46.6266,23751221.0

21,0.03855214224000846,0,-1.1506276150627557,47.8,47.25,47.92,47.03,23839582.0

22,0.02898666505437142,1,2.288473651060248,47.63,48.72,48.75,47.59,29913193.0

