1,0.028094796531374554,0,-0.6947278911564688,2018-10-05,1176.0,1167.83,1182.0,1154.32,1593012.0

2,0.024506259754394737
3,0.026681525720511027,0,-0.3517241379310282,2018-10-08,1160.0,1155.92,1175.86,1135.4,2309539.0

4,0.025799470444291324,0,-0.5333055389078417,2018-10-09,1151.31,1145.17,1161.55,1144.17,1684728.0

5,0.03245347972139342,0,-3.8929954241464273,2018-10-10,1136.4,1092.16,1137.02,1091.51,2949006.0

6,0.03358040251666228,1,1.0842971530249153,2018-10-11,1079.04,1090.74,1116.06,1075.89,3384775.0

7,0.0373751624121026,1,0.08038298024363755,2018-10-12,1119.64,1120.54,1125.83,1095.03,2468920.0

8,0.032599903972285266,0,-1.3917710196779915,2018-10-15,1118.0,1102.44,1121.8,1098.22,1503956.0

9,0.03195812378867169,0,-1.3917710196779915,2018-10-15,1118.0,1102.44,1121.8,1098.22,1503956.0

10,0.01997754436671794,0,-0.10247098902482674,2018-10-22,1112.51,1111.37,1121.69,1100.0,1355842.0

11,0.027389709874341812,0,-0.10247098902482674,2018-10-22,1112.51,1111.37,1121.69,1100.0,1355842.0

12,0.02907712374201493,0,-0.10247098902482674,2018-10-22,1112.51,1111.37,1121.69,1100.0,1355842.0

13,0.02670133318295176,0,-0.10247098902482674,2018-10-22,1112.51,1111.37,1121.69,1100.0,1355842.0

14,0.022741390936278805,1,2.1644109265181686,2018-10-23,1091.29,1114.91,1118.0,1079.01,1884255.0

15,0.027602471277474734,1,2.155882625196701,2018-10-25,1080.3,1103.59,1117.82,1075.55,3647814.0

16,0.0507521350525823,0,-5.636821274189719,2018-10-29,1096.54,1034.73,1108.83,1007.2,4064452.0

17,0.024644959568259052,1,2.892128508544034,2018-10-30,1020.01,1049.51,1050.9,1013.97,2988418.0

18,0.04237767015825019,0,-0.4966098588968364,2018-11-01,1091.4,1085.98,1099.9,1077.82,2006575.0

19,0.03449335687245753,0,-1.607897153351698,2018-11-02,1089.0,1071.49,1098.0,1067.66,2172215.0

20,0.01872208579231457
21,0.032245359687478166,1,1.3791207749616077,2018-11-06,1055.02,1069.57,1079.82,1053.61,1433013.0

22,0.03639965188848543,1,2.2842850418554854,2018-11-07,1083.49,1108.24,1109.93,1080.59,2169392.0

