1,0.026560463035018887,0,-0.9004329004329058,57.75,57.23,57.91,56.79,775771.0

2,0.025756652797064655
3,0.016238966618209064,1,0.29876977152900125,56.9,57.07,57.33,56.45,937895.0

4,0.018342192509628152,1,0.27676872513405393,57.81,57.97,58.23,57.78,1069696.0

5,0.030238362723583004,0,-3.041825095057031,57.86,56.1,57.89,56.04,1611416.0

6,0.024428420979406448,0,-0.8394356135024091,55.99,55.52,56.62,55.2,1296795.0

7,0.023831611341773674,0,-0.41263006817367054,55.74,55.51,56.17,54.89,1412064.0

8,0.02399478033865744,1,1.24190064794816,55.56,56.25,56.63,55.42,1403682.0

9,0.02978921122994804,1,1.24190064794816,55.56,56.25,56.63,55.42,1403682.0

10,0.026627641010853964,0,-0.3928571428571408,56.0,55.78,56.14,55.47,503133.0

11,0.03591621591081582,0,-0.3928571428571408,56.0,55.78,56.14,55.47,503133.0

12,0.032369209219318434,0,-0.3928571428571408,56.0,55.78,56.14,55.47,503133.0

13,0.026412641800663293,0,-0.3928571428571408,56.0,55.78,56.14,55.47,503133.0

14,0.004765645013857921,1,1.0458715596330281,54.5,55.07,55.25,53.35,1461786.0

15,0.018689813544539503,1,0.9247027741083127,52.99,53.48,53.87,52.64,1818631.0

16,0.02936451129418112,0,-3.15229775921002,52.66,51.0,52.97,50.31,2569044.0

17,0.024555280415777415,0,-1.055555555555556,54.0,53.43,54.89,53.0,2709187.0

18,0.02547329427440365,1,0.306361506577752,55.49,55.66,55.69,54.9,1538337.0

20,0.03357177430374392,0,-0.7815407517677739,53.74,53.32,53.74,53.17,958891.0

21,0.02955018472893316,0,-0.22379709063781694,53.62,53.5,53.8699,53.23,711064.0

22,0.02411401032456934,1,1.413103321710398,54.49,55.26,55.47,54.26,1616235.0

