1,0.03018335198306706,0,-1.6099581189906615,2018-10-05,227.1674,223.5101,227.6158,219.813,33580463.0

2,0.03164039155753861
3,0.029199112121910602,1,0.7020494279647402,2018-10-08,221.4374,222.992,224.0184,219.4344,29663923.0

4,0.026125773932945504,1,1.444299262684054,2018-10-09,222.8624,226.0812,226.4798,221.4735,26891029.0

5,0.03557659154798753,0,-4.036210349031338,2018-10-10,224.6761,215.6077,225.563,215.2988,41990554.0

6,0.024118988669274945,0,-0.032604511023557874,2018-10-11,213.7741,213.7044,218.7368,211.5818,53124392.0

7,0.02673752992433561,1,0.766707215360914,2018-10-12,219.6536,221.3377,222.105,216.086,40337851.0

8,0.024081431169921272,0,-1.7182189835338102,2018-10-15,220.391,216.6042,221.0587,216.5146,30791007.0

9,0.024046610783533453,0,-1.7182189835338102,2018-10-15,220.391,216.6042,221.0587,216.5146,30791007.0

10,0.023714140380552806,1,0.3912781051364722,2018-10-22,219.0258,219.8828,222.5834,218.1787,28792082.0

11,0.028478515580985894,1,0.3912781051364722,2018-10-22,219.0258,219.8828,222.5834,218.1787,28792082.0

12,0.02766599463929076,1,0.3912781051364722,2018-10-22,219.0258,219.8828,222.5834,218.1787,28792082.0

13,0.03351170379243971,1,0.3912781051364722,2018-10-22,219.0258,219.8828,222.5834,218.1787,28792082.0

14,0.026139343775853398,1,3.1969559177160476,2018-10-23,215.0796,221.9556,222.4738,213.9535,38767846.0

15,0.025872912948950288,1,0.9600235995814724,2018-10-25,216.953,219.0358,220.6103,215.9964,29855768.0

16,0.035299179326749336,0,-3.1707945734038483,2018-10-29,218.4279,211.502,218.9261,205.3734,45935520.0

17,0.024480431819450692,1,1.018269540595343,2018-10-30,210.4158,212.5584,214.4318,208.5424,36659990.0

18,0.022175558298347945,1,1.4471222474487957,2018-11-01,218.2884,221.4473,221.5869,216.0562,58323180.0

19,0.0302445734378353,0,-0.987829791391117,2018-11-02,208.8214,206.7586,212.9071,204.7157,91328654.0

20,0.02209856401577522
21,0.026307435347062057,1,0.9162206742044368,2018-11-06,201.2179,203.0615,204.0082,200.9887,31882881.0

22,0.031235572594156796,1,1.9323393769079968,2018-11-07,205.2538,209.22,209.3296,203.4202,33424434.0

